1,5.8,950
1,6.3,951
1,6.9,954.5
1,7.7,955
1,7.9,955
1,8.9,952
1,10,948
1,11.1,944
1,11.1,943
1,12.2,943.5
1,12.8,943
1,14.3,943.5
1,15.1,943
1,17.2,943.5
1,16.7,943.5
1,17.2,944.5
1,17.2,944.5
1,17.2,946
1,18.5,946.5
1,19.2,947
2,4.8,797
2,4.8,796
2,6.8,684.5
2,7.1,673
3,7.3,1142
3,7.3,1142.5
3,8.6,1147
3,9.1,1146.5
3,9.4,1147
3,8.6,1126
3,8.8,1124
3,10.6,1142
4,6.6,1002.5
4,7.1,1002
4,7.3,997.5
4,8.3,994.5
4,8.6,994.5
4,9.3,993
4,16.1,1002
4,17.8,1002.5
5,8.1,1182.5
5,7.1,1172
5,6.8,1168.5
5,8.6,1159
5,8.6,1155.5
5,9.3,1104
5,9.4,1097
6,6.1,975
6,6.6,973
6,7.5,966.5
6,7.8,964
6,7.8,965.5
6,8.9,969.5
6,10.4,971.5
6,11.9,971.5
6,12.2,969
6,12.2,969.5
6,12.8,968.5
6,14.3,965.5
6,15.6,965.5
6,17.2,965
6,17.2,967
6,18.5,966.5
6,19.2,967
6,20.8,967.5
7,10.2,1217.5
7,8.2,1213
7,7.8,1202
7,7.2,1198
7,6.6,1176
7,6.8,1187.5
7,6.8,1186.5
8,31.2,61.5
8,27.8,62.5
8,26.3,63.5
8,26.3,63.5
8,26.3,65
8,26.3,64.5
8,26.3,64.5
8,25,64
8,23.8,63
8,22.7,61.5
8,21.7,59.5
8,19.2,58
8,19.2,57.5
8,16.1,55.5
8,16.7,52.5
8,15.6,52
9,15.1,1040
9,14.7,1037
9,14.7,1036
9,11.4,1041
9,9.3,1040.5
9,9.1,1040.5
10,10.9,452
10,10,454
10,9.3,458
10,8.3,460
10,7.9,459.5
10,7.7,456
10,6.9,458
10,6.4,459.5
10,5.3,460.5
10,4.9,467
10,4.6,463.5
10,4.1,473.5
10,3.9,475
11,29.4,83
11,31.2,83
11,29.4,84.5
11,29.4,84
11,29.4,83.5
11,31.2,84
11,31.2,84
11,31.2,84
11,29.4,84
11,26.3,84.5
11,26.3,84.5
11,25,84.5
11,26.3,85
11,27.8,86
11,29.4,86
11,29.4,86.5
11,31.2,84
11,35.7,84
12,8.5,483.5
12,8.5,483.5
12,8.3,475
12,7.8,479.5
12,7.8,481
12,7.3,482
12,6.6,486
12,5.7,494
12,5.1,505.5
12,4.4,519
12,4,515.5
12,3.6,517
12,3.5,519
13,14.7,476
13,15.1,476
13,10.2,511.5
13,10.2,511
13,9.4,509
13,9.1,508
13,8.9,509.5
15,13.5,523.5
15,11.6,527
15,10.9,527.5
18,16.7,1018.5
18,14.3,1015
18,12.2,1014
18,11.6,1011.5
19,27.8,36.5
19,27.8,36.5
19,27.8,36
19,27.8,35.5
19,29.4,35.5
19,27.8,37
19,26.3,37
19,25,38.5
19,23.8,37.5
19,22.7,38
19,21.7,38
27,4.2,704.5
27,4,719.5
27,3.9,727
27,4.4,809.5
27,4.4,819.5
27,3.1,897.5
27,3.2,931
28,8.3,435.5
28,7.8,434.5
28,6.8,432.5
28,5.7,435.5
28,5.4,438
28,5,438.5
32,4.9,628.5
32,5.4,601
32,5.9,575.5
32,6.2,557.5
32,7.5,552
32,8.2,536
32,7.8,530
32,9.1,521.5
32,9.6,516.5
32,11.4,512
32,12.8,502.5
35,6.2,506
35,5.9,506.5
35,7,488
35,7.2,485
45,19.2,478
45,20,477
45,19.2,477
45,17.8,477
45,17.2,476.5
45,17.2,476
45,17.8,477
45,16.7,476
45,15.6,475
45,15.1,474.5
45,14.3,473.5
83,4.8,921.5
83,5.5,937.5
83,5.7,948.5
83,6.8,970.5
84,13.9,39.5
84,13.1,41
84,14.3,41.5
84,14.3,41.5
96,4.7,955
96,6.1,975.5
96,6.6,986
99,7,15
99,6.8,19.5
103,7.6,932.5
104,13.9,507
