328:1.9907608695652175:762.0:1827
326:3.2705357142857143:891.5:1827
324:1.8593908629441624:685.0:1827
323:2.884251968503937:1225.0:1827
322:2.635251798561151:624.5:1827
309:1.459362549800797:774.0:1827
297:1.1446875:1360.5:1827
262:2.1296511627906978:1171.5:1827
147:3.4556603773584906:1671.5:1827
26:2.046368715083799:1671.0:1827
326:3.4233644859813084:885.0:1826
324:1.8315000000000001:688.5:1826
322:2.635251798561151:625.5:1826
309:1.4478260869565218:773.0:1826
297:1.1702875399361024:1366.5:1826
262:2.1547058823529412:1172.0:1826
249:3.1307692307692307:1603.0:1826
147:3.5911764705882354:1676.5:1826
326:3.488571428571429:881.0:1825
324:1.8044334975369458:700.0:1825
323:2.775:1227.5:1825
322:2.597872340425532:625.5:1825
309:1.4364705882352942:772.0:1825
297:1.250170648464164:1374.5:1825
262:2.142105263157895:1172.5:1825
249:3.157758620689655:1603.0:1825
193:2.1547058823529412:1716.0:1825
147:3.7762886597938143:1683.0:1825
324:1.7360189573459717:707.5:1824
323:2.775:1228.0:1824
322:2.597872340425532:629.5:1824
309:1.4252918287937744:777.0:1824
297:1.4142857142857144:1373.0:1824
262:2.2335365853658535:1173.0:1824
249:3.157758620689655:1603.0:1824
193:2.1934131736526945:1721.0:1824
147:3.896808510638298:1691.5:1824
324:1.7360189573459717:706.0:1823
323:2.7133333333333334:1229.5:1823
322:2.5615384615384618:632.5:1823
309:1.419767441860465:778.0:1823
303:2.6933823529411764:834.5:1823
297:1.2763066202090594:1366.5:1823
262:2.2066265060240964:1174.0:1823
249:3.2705357142857143:1602.5:1823
193:2.1173410404624278:1722.5:1823
147:3.938709677419355:1702.0:1823
324:1.7278301886792453:702.5:1822
323:2.7961832061068703:1230.5:1822
322:2.54375:635.5:1822
309:1.430859375:780.0:1822
307:4.1625000000000005:232.5:1822
303:2.7335820895522387:837.0:1822
297:1.1931596091205212:1367.5:1822
262:2.1674556213017753:1175.0:1822
249:3.2705357142857143:1602.0:1822
193:2.1547058823529412:1727.5:1822
147:3.981521739130435:1706.5:1822
324:1.7037209302325582:705.0:1821
323:3.0272727272727273:1232.5:1821
322:2.508904109589041:638.0:1821
309:1.430859375:782.5:1821
307:4.1625000000000005:232.0:1821
303:2.6933823529411764:838.5:1821
297:1.2416949152542374:1367.0:1821
262:2.1547058823529412:1176.0:1821
249:3.33:1601.5:1821
193:2.1934131736526945:1725.5:1821
147:3.896808510638298:1711.0:1821
324:1.6574660633484164:705.5:1820
323:2.83953488372093:1233.5:1820
322:2.526206896551724:641.5:1820
315:2.978048780487805:1743.5:1820
309:1.4142857142857144:786.5:1820
307:4.2593023255813955:232.0:1820
303:2.7335820895522387:839.0:1820
297:1.1591772151898734:1368.0:1820
262:2.1547058823529412:1179.0:1820
249:3.33:1603.0:1820
180:3.981521739130435:144.0:1820
147:3.896808510638298:1717.0:1820
324:1.6500000000000001:712.0:1819
323:2.7335820895522387:1233.5:1819
322:2.4918367346938775:645.0:1819
315:2.978048780487805:1750.0:1819
309:1.4421259842519685:784.5:1819
307:4.2593023255813955:231.5:1819
303:2.775:839.5:1819
297:1.1555205047318613:1369.5:1819
262:2.0931428571428574:1184.5:1819
249:3.3000000000000003:1603.5:1819
180:4.025274725274725:143.5:1819
147:3.8557894736842107:1724.0:1819
324:1.4890243902439024:710.5:1818
323:2.597872340425532:1233.0:1818
322:2.4258278145695367:649.0:1818
315:3.2705357142857143:1756.5:1818
309:1.430859375:784.0:1818
307:4.467073170731707:231.5:1818
303:2.754135338345865:843.5:1818
297:1.1816129032258065:1371.5:1818
262:2.0694915254237287:1185.0:1818
249:3.3000000000000003:1605.0:1818
147:3.896808510638298:1731.0:1818
324:1.5653846153846154:710.5:1817
323:2.6543478260869566:1233.5:1817
322:2.442:652.0:1817
309:1.4421259842519685:788.0:1817
307:4.413253012048193:231.0:1817
303:2.7335820895522387:847.5:1817
297:1.2459183673469387:1378.5:1817
262:2.035:1186.5:1817
249:3.3605504587155965:1606.0:1817
147:3.938709677419355:1738.0:1817
324:1.5587234042553193:707.5:1816
323:2.6164285714285715:1234.5:1816
322:2.4098684210526318:654.0:1816
309:1.4478260869565218:800.0:1816
307:4.360714285714286:230.0:1816
303:2.9304:850.5:1816
297:1.141121495327103:1394.0:1816
270:1.7526315789473685:839.0:1816
262:2.0694915254237287:1188.0:1816
249:3.3605504587155965:1606.0:1816
147:4.07:1742.5:1816
323:2.6543478260869566:1234.5:1815
322:2.363225806451613:659.0:1815
316:5.467164179104477:1537.0:1815
309:1.4710843373493976:810.5:1815
303:3.1042372881355935:851.5:1815
297:1.1555205047318613:1431.5:1815
288:2.3941176470588235:1311.5:1815
270:1.7442857142857144:833.5:1815
262:2.0694915254237287:1189.5:1815
249:3.3605504587155965:1605.5:1815
147:4.1625000000000005:1748.0:1815
60:2.775:1685.5:1815
323:2.775:1236.0:1814
322:2.180357142857143:666.0:1814
316:5.55:1537.5:1814
309:1.4951020408163265:827.0:1814
303:3.2705357142857143:852.0:1814
297:1.1133738601823708:1428.5:1814
288:2.3941176470588235:1313.0:1814
270:1.6280000000000001:833.5:1814
262:2.0931428571428574:1191.0:1814
249:3.3916666666666666:1605.0:1814
147:4.210344827586207:1755.5:1814
60:2.775:1685.5:1814
323:2.9304:1236.5:1813
322:2.22:667.0:1813
315:3.0024590163934426:1794.5:1813
309:1.6207964601769913:835.5:1813
303:3.33:853.5:1813
297:1.1:1418.0:1813
288:2.3037735849056604:1315.0:1813
270:1.6500000000000001:839.0:1813
262:2.1674556213017753:1193.0:1813
249:3.3916666666666666:1605.5:1813
180:4.025274725274725:140.5:1813
147:4.115730337078652:1761.5:1813
60:2.754135338345865:1686.5:1813
323:2.884251968503937:1237.0:1812
322:2.289375:668.5:1812
315:2.978048780487805:1799.0:1812
309:1.5455696202531646:839.0:1812
303:3.4556603773584906:857.5:1812
297:1.1066465256797584:1431.5:1812
288:2.289375:1316.5:1812
270:1.5995633187772926:835.0:1812
262:2.180357142857143:1197.0:1812
249:3.3605504587155965:1606.0:1812
180:4.07:140.0:1812
147:4.115730337078652:1767.0:1812
60:2.6933823529411764:1687.0:1812
32:4.6367088607594935:464.5:1812
322:2.3785714285714286:669.5:1811
315:2.597872340425532:1808.5:1811
309:1.4890243902439024:841.5:1811
303:3.626732673267327:866.0:1811
297:1.0967065868263473:1445.5:1811
288:2.3331210191082805:1316.5:1811
262:2.180357142857143:1199.0:1811
249:3.3605504587155965:1605.5:1811
208:3.7762886597938143:681.0:1811
180:4.115730337078652:140.0:1811
147:4.1625000000000005:1776.5:1811
60:2.6933823529411764:1687.0:1811
32:4.57875:464.5:1811
315:2.6164285714285715:1812.5:1810
309:1.4890243902439024:845.5:1810
303:3.7762886597938143:868.5:1810
297:1.0648255813953489:1447.5:1810
288:2.289375:1315.5:1810
262:2.142105263157895:1203.5:1810
249:3.33:1605.5:1810
208:3.6630000000000003:687.5:1810
180:4.115730337078652:140.0:1810
147:4.07:1780.0:1810
60:2.6737226277372264:1687.0:1810
32:4.57875:464.5:1810
315:2.6164285714285715:1814.0:1809
309:1.4890243902439024:850.5:1809
297:1.0648255813953489:1450.5:1809
288:2.2335365853658535:1316.0:1809
262:2.1547058823529412:1208.5:1809
249:3.3000000000000003:1605.5:1809
208:3.7:701.5:1809
180:4.115730337078652:140.0:1809
147:4.115730337078652:1785.0:1809
109:3.4233644859813084:1554.5:1809
60:2.6933823529411764:1687.0:1809
32:4.57875:464.0:1809
315:2.597872340425532:1818.5:1808
309:1.4652:852.0:1808
303:3.8156250000000003:875.0:1808
297:1.067930029154519:1456.0:1808
288:2.2066265060240964:1316.5:1808
262:2.1296511627906978:1213.5:1808
249:3.3000000000000003:1605.5:1808
208:3.7377551020408166:714.5:1808
180:4.210344827586207:139.0:1808
147:4.07:1790.5:1808
109:3.4233644859813084:1554.5:1808
60:2.7133333333333334:1687.0:1808
32:4.696153846153846:464.0:1808
315:2.5795774647887324:1821.5:1807
309:1.430859375:853.0:1807
303:3.7762886597938143:879.0:1807
297:1.0773529411764706:1455.5:1807
288:2.247239263803681:1319.0:1807
270:1.8044334975369458:761.0:1807
262:2.1296511627906978:1215.5:1807
249:3.3000000000000003:1605.5:1807
208:3.7:714.0:1807
180:4.2593023255813955:139.0:1807
147:4.025274725274725:1795.5:1807
60:2.7133333333333334:1687.0:1807
315:2.6933823529411764:1824.5:1806
