602:1.85:1511.0:3600
581:1.0586705202312139:1146.5:3600
575:1.5326359832635983:1423.0:3600
569:2.3037735849056604:1708.5:3600
547:2.8176923076923077:1759.0:3600
540:2.1051724137931034:56.5:3600
539:2.363225806451613:752.5:3600
518:1.3822641509433962:490.0:3600
508:2.0694915254237287:1811.5:3600
500:1.8315000000000001:999.0:3600
610:1.0203342618384401:344.5:3599
602:1.6207964601769913:1516.0:3599
581:1.0376770538243627:1145.5:3599
575:1.5455696202531646:1426.0:3599
569:2.289375:1708.0:3599
547:2.775:1757.5:3599
540:2.0812500000000003:56.5:3599
539:2.3331210191082805:752.5:3599
518:1.3667910447761193:497.5:3599
508:2.057865168539326:1811.0:3599
500:1.8315000000000001:996.5:3599
610:1.011878453038674:351.5:3598
602:1.6280000000000001:1522.5:3598
581:1.0035616438356165:1144.5:3598
575:1.5455696202531646:1431.0:3598
566:1.263103448275862:972.0:3598
547:2.7335820895522387:1756.5:3598
540:2.001639344262295:55.0:3598
539:2.3331210191082805:753.0:3598
518:1.3667910447761193:510.5:3598
508:2.023756906077348:1810.5:3598
500:1.8407035175879398:993.0:3598
610:1.0556195965417867:360.5:3597
602:1.7037209302325582:1526.5:3597
581:0.99:1144.5:3597
575:1.5721030042918456:1434.0:3597
566:1.2587628865979381:970.5:3597
547:2.754135338345865:1755.0:3597
540:2.035:54.0:3597
539:2.348076923076923:752.5:3597
518:1.4088461538461539:527.0:3597
508:2.035:1808.5:3597
500:1.9278947368421053:991.5:3597
610:0.9514285714285715:348.5:3596
602:1.606578947368421:1527.5:3596
581:0.9639473684210527:1144.5:3596
575:1.5653846153846154:1436.5:3596
566:1.2587628865979381:968.0:3596
547:2.7961832061068703:1753.5:3596
540:2.046368715083799:53.0:3596
539:2.3941176470588235:752.5:3596
518:1.4088461538461539:529.5:3596
508:2.023756906077348:1807.0:3596
500:1.9588235294117649:989.0:3596
610:0.925:343.5:3595
602:1.606578947368421:1529.5:3595
581:0.9368286445012788:1145.0:3595
575:1.5995633187772926:1438.5:3595
569:2.142105263157895:1692.5:3595
566:1.2459183673469387:968.5:3595
