5:0.3835602094240838:1451.0:2158
4:1.6958333333333333:698.0:2158
3:1.7695652173913043:781.0:2158
88:0.8538461538461539:522.0:2157
87:0.8721428571428572:655.0:2157
84:4.522222222222222:1241.5:2157
74:4.884:1047.0:2157
73:4.696153846153846:1241.0:2157
66:4.467073170731707:1008.0:2157
5:0.3855789473684211:1451.0:2157
4:1.7278301886792453:698.5:2157
3:1.6958333333333333:787.5:2157
88:0.8538461538461539:517.5:2156
87:0.8680094786729858:652.0:2156
84:4.522222222222222:1241.5:2156
74:4.8197368421052635:1047.0:2156
73:4.696153846153846:1241.5:2156
66:4.467073170731707:1008.0:2156
5:0.3855789473684211:1450.5:2156
4:1.7360189573459717:698.5:2156
3:1.6802752293577983:788.0:2156
88:0.8618823529411765:504.5:2155
87:0.8618823529411765:643.5:2155
84:4.522222222222222:1241.0:2155
74:4.8197368421052635:1047.0:2155
73:4.696153846153846:1241.5:2155
66:4.522222222222222:1008.0:2155
5:0.3855789473684211:1450.5:2155
3:1.665:788.5:2155
88:0.8538461538461539:502.5:2154
87:0.8639150943396227:641.5:2154
84:4.57875:1240.5:2154
74:4.8197368421052635:1047.0:2154
73:4.696153846153846:1241.0:2154
66:4.522222222222222:1008.0:2154
5:0.38639240506329114:1450.5:2154
3:1.6880184331797237:790.0:2154
88:0.8382151029748284:495.5:2153
87:0.8680094786729858:635.5:2153
84:4.57875:1240.5:2153
74:4.8197368421052635:1047.0:2153
73:4.757142857142857:1241.0:2153
66:4.522222222222222:1008.0:2153
5:0.3855789473684211:1451.0:2153
3:1.7278301886792453:791.5:2153
88:0.8343963553530752:493.0:2152
87:0.8618823529411765:634.5:2152
84:4.57875:1240.5:2152
74:4.8197368421052635:1047.0:2152
73:4.757142857142857:1240.5:2152
66:4.522222222222222:1008.5:2152
5:0.3855789473684211:1451.5:2152
3:1.719718309859155:790.0:2152
88:0.8250000000000001:487.0:2151
87:0.8498839907192576:632.5:2151
84:4.57875:1240.5:2151
74:4.8197368421052635:1047.0:2151
73:4.757142857142857:1240.5:2151
66:4.522222222222222:1008.0:2151
5:0.38598524762908326:1450.5:2151
88:0.8231460674157304:484.5:2150
87:0.8538461538461539:631.5:2150
84:4.6367088607594935:1241.0:2150
74:4.8197368421052635:1047.0:2150
73:4.757142857142857:1240.5:2150
66:4.522222222222222:1008.0:2150
5:0.38639240506329114:1451.0:2150
88:0.8231460674157304:478.0:2149
87:0.8659574468085106:627.5:2149
84:4.6367088607594935:1241.0:2149
74:4.8197368421052635:1047.0:2149
73:4.8197368421052635:1241.0:2149
66:4.522222222222222:1007.5:2149
5:0.3851735015772871:1450.0:2149
88:0.8213004484304933:476.5:2148
87:0.8538461538461539:624.0:2148
84:4.696153846153846:1242.0:2148
74:4.8197368421052635:1047.0:2148
73:4.757142857142857:1241.0:2148
66:4.522222222222222:1008.0:2148
5:0.38680042238648366:1451.0:2148
88:0.8158129175946548:473.0:2147
87:0.82686230248307:614.0:2147
84:4.696153846153846:1242.0:2147
74:4.884:1047.0:2147
66:4.522222222222222:1008.0:2147
5:0.38680042238648366:1450.0:2147
88:0.8158129175946548:472.5:2146
87:0.8306122448979593:612.5:2146
84:4.696153846153846:1242.5:2146
74:4.884:1047.0:2146
66:4.57875:1008.0:2146
5:0.38639240506329114:1450.5:2146
88:0.8086092715231789:468.0:2145
87:0.8194630872483222:608.0:2145
84:4.696153846153846:1243.0:2145
74:4.884:1047.0:2145
66:4.57875:1008.0:2145
5:0.38720930232558143:1450.5:2145
88:0.8015317286652079:466.0:2144
87:0.8213004484304933:604.5:2144
84:4.696153846153846:1243.0:2144
74:4.884:1047.0:2144
66:4.57875:1008.0:2144
5:0.38761904761904764:1450.5:2144
3:1.6880184331797237:782.5:2144
88:0.796304347826087:459.5:2143
87:0.8194630872483222:593.0:2143
84:4.696153846153846:1243.5:2143
74:4.884:1047.0:2143
66:4.6367088607594935:1008.0:2143
5:0.38720930232558143:1451.5:2143
3:1.7116822429906542:783.0:2143
