1,8.113043651,10.73142857
2,10.35006105,7.766151143
3,8.070327965,10.18049651
4,9.807963051,10.9822229
5,10.53701857,11.92825598
6,9.488899699,6.515165246
7,6.680203373,4.996202348
8,11.93964886,7.366719507
1,8.119814412,10.80779148
2,10.35517697,7.781006167
3,8.148747197,10.25605929
4,9.751377246,10.95277298
5,10.57795225,11.93947498
6,9.489695656,6.480492204
7,6.412263524,4.668425973
8,11.93964886,7.366719507
1,8.127835367,10.82621093
2,10.35880731,7.781590294
3,8.189212361,10.27466411
4,9.735690776,10.94307372
5,10.59402948,11.95825277
6,9.479590619,6.41079898
7,6.28180038,4.474550554
1,8.140934994,10.82770907
2,10.36467396,7.768490116
3,8.190582426,10.28354945
4,9.731064677,10.94176494
5,10.59723287,11.95727817
6,9.479590619,6.41079898
7,6.272764366,4.480641837
1,8.140934994,10.82770907
2,10.36243669,7.78218036
3,8.191048804,10.28650972
4,9.730245347,10.93881344
5,10.59723287,11.95727817
6,9.479590619,6.41079898
7,6.272764366,4.480641837
1,8.140934994,10.82770907
2,10.36022671,7.795703651
3,8.190582426,10.28354945
4,9.731781838,10.93925356
5,10.59723287,11.95727817
6,9.479590619,6.41079898
7,6.28180038,4.474550554
1,8.140934994,10.82770907
2,10.36022671,7.795703651
3,8.190120891,10.28058842
4,9.731781838,10.93925356
5,10.59723287,11.95727817
6,9.479590619,6.41079898
7,6.212944831,4.372227416
1,8.139583147,10.82466607
2,10.35880731,7.781590294
3,8.189664202,10.27762664
4,9.733319046,10.93969118
5,10.59723287,11.95727817
6,9.479590619,6.41079898
7,6.212944831,4.372227416
1,8.129189757,10.82927315
2,10.36102217,7.767896407
3,8.190120891,10.28058842
4,9.732495184,10.93675555
5,10.59723287,11.95727817
6,9.468455687,6.375771855
7,6.28180038,4.474550554
1,8.037356358,10.88926226
2,10.38382091,7.698666648
3,8.219189156,10.29102059
4,9.717163675,10.92151947
5,10.59763416,11.9935985
6,9.474386526,6.37490697
7,6.28180038,4.474550554
1,8.015646151,10.93455934
2,10.39134994,7.69993502
3,8.21282582,10.30709269
4,9.720915283,10.92001902
5,10.61559066,12.07819922
6,9.475767763,6.29919012
7,6.465552416,4.76612588
1,8.034377504,10.97333938
2,10.37275798,7.851742855
3,8.170645726,10.33286232
4,9.732873242,10.9183345
5,10.62917738,11.9472444
6,9.512741546,6.477227676
7,6.558573269,4.957420595
1,8.042406312,10.98938784
2,10.36880964,7.915026972
3,8.16186217,10.33756869
4,9.737384306,10.91963469
5,10.63757811,11.90897965
6,9.523136065,6.510315549
7,6.550326978,4.963058364
1,8.042406312,10.98938784
2,10.36669005,7.927009576
3,8.162416976,10.34057588
4,9.740395204,10.92048917
5,10.63338146,11.87596054
6,9.533333858,6.54278243
7,6.614990101,5.040085831
9,9.899464793,12.45633272
1,8.073636368,10.99347221
2,10.36507929,7.974777503
3,8.134421936,10.34892282
4,9.679869582,10.88555761
5,10.67482767,11.95637491
6,9.528846684,6.509539954
7,6.714597122,5.202912728
8,11.96053473,7.626960015
9,9.928563802,12.42477575
1,8.110440287,10.98233302
2,10.37133779,7.940059403
3,8.164110906,10.34959196
4,9.643215456,10.89005337
5,10.70277653,11.93414431
6,9.528846684,6.509539954
7,6.903364111,5.494366823
8,11.95188755,7.653110308
9,9.94007032,12.44126452
1,8.062208993,11.02763192
2,10.39266396,7.881374867
3,8.175745706,10.35976472
4,9.619041562,10.88271963
5,10.74856642,11.79886838
6,9.54027169,6.508016801
7,6.93439142,5.570634579
8,11.9927701,7.619841085
9,9.929033777,12.40882328
1,8.035388624,11.06253838
2,10.4041445,7.896364532
3,8.161319109,10.38453912
4,9.61471313,10.88083897
5,10.80022198,11.72098037
6,9.535808309,6.474114051
7,7.021980237,5.697187877
8,11.96720599,7.665935557
9,9.916563254,12.31685251
1,8.025087679,11.0722899
2,10.4041445,7.896364532
3,8.163875275,10.39656493
4,9.612254672,10.88252371
5,10.82122279,11.70020062
6,9.534558564,6.508773704
7,7.02902468,5.692320866
8,11.97102246,7.669157513
9,9.910119559,12.28760997
10,11.85503154,15.3213173
1,8.060241979,11.10725991
2,10.40892727,7.871469437
3,8.170609551,10.42655403
4,9.60998002,10.87599922
5,10.84499778,11.69944326
6,9.544650055,6.541273784
7,7.063924177,5.757790865
8,12.00442962,7.629651709
9,9.907819046,12.16549453
10,11.88113004,15.31214736
1,8.142846392,11.09258314
2,10.44198443,7.851579391
3,8.170822938,10.50620147
4,9.590713238,10.87274216
5,10.82696516,11.71926646
6,9.541578145,6.47335924
8,12.05864702,7.60554558
9,9.909426854,12.12772427
10,11.90923859,14.56698018
1,8.170219064,11.1378309
2,10.50212093,7.78094477
3,8.221559433,10.54266337
4,9.543773883,10.86371058
5,10.86036975,11.6483623
6,9.553089686,6.32708955
7,6.826576821,5.446771988
8,12.06647181,7.612295296
9,9.827264746,12.34171471
10,12.01334638,14.52205002
1,8.181477693,11.15573961
2,10.51986272,7.770430391
3,8.235927321,10.55726796
4,9.528445676,10.85841943
5,10.87475242,11.63012521
6,9.550009347,6.250618124
7,6.71972871,5.309844664
9,9.806993175,12.40212701
10,12.07836048,14.56714539
1,8.211153651,11.17840727
2,10.50643364,7.905654659
3,8.275386129,10.56036102
4,9.500379429,10.82436267
5,10.9163539,11.57524403
6,9.543875041,6.251359438
7,6.598088056,5.169656176
8,12.16904904,7.591026995
9,9.859684528,12.08843448
10,12.1026162,14.40822653
1,8.227326186,11.18027184
2,10.50438375,7.943612364
3,8.294119048,10.56045275
4,9.490976912,10.80968541
5,10.92971038,11.55689951
6,9.543875041,6.251359438
7,6.598088056,5.169656176
8,12.1729878,7.594579316
9,9.876299496,11.98691395
1,8.207161615,11.24084157
2,10.48953506,8.05914568
3,8.326770815,10.60178111
4,9.448844124,10.76648513
5,10.95130887,11.50228088
6,9.551521368,6.210823169
7,6.582299037,5.180814752
8,12.26440456,7.558407897
9,9.872129816,12.05388857
11,8.007572742,13.87892546
1,8.06925097,11.33629092
2,10.49195566,8.114725811
3,8.326852834,10.65170213
4,9.391578465,10.71237009
5,11.01873779,11.43648791
6,9.593560046,6.466991054
7,6.636548259,5.257309756
8,12.26765032,7.602550934
9,9.799507173,11.93806134
10,12.50998829,14.26643396
11,7.961514595,13.73981732
1,8.018441785,11.37145647
2,10.49287917,8.136173763
3,8.333331433,10.66809655
4,9.370864335,10.69414424
5,11.04674498,11.41620943
6,9.595631535,6.53494347
8,12.25903969,7.635017227
9,9.771470716,11.90413635
10,12.58670779,14.29969094
1,8.003457886,11.4061236
2,10.53121296,8.092590031
3,8.26570638,10.72169481
4,9.336479088,10.66135309
5,11.07854709,11.34986419
6,9.606973051,6.533638734
8,12.30270852,7.636203587
9,9.732730221,11.90927865
10,12.65141636,14.02490429
2,10.54350738,8.084868524
3,8.231806773,10.7425992
4,9.324683702,10.64930409
5,11.09315145,11.32757334
8,12.31043168,7.643751826
9,9.715622366,11.91711828
10,12.71039834,13.98542395
2,10.56842495,8.057711377
3,8.240428094,10.76280244
4,9.298396209,10.59922625
5,11.15156921,11.26639033
6,9.672237813,6.831691022
8,12.30123813,7.676057889
9,9.690695389,11.89269425
10,12.75191506,13.88038293
2,10.57477802,8.05958194
4,9.289389529,10.5812397
5,11.17621115,11.24353667
6,9.68293653,6.885327187
8,12.30123813,7.676057889
9,9.686146441,11.88181946
2,10.59368481,8.076917189
4,9.259746796,10.55466223
5,11.21918868,11.24744202
6,9.700818844,7.012484179
7,6.917280865,5.771568067
8,12.3163989,7.691169125
9,9.649928766,11.90621701
13,9.932226499,12.17930356
2,10.60474538,8.169409618
4,9.222595991,10.53993265
5,11.31006478,11.29302734
6,9.720691309,6.960305459
7,7.002911952,5.88902451
9,9.602991195,11.99589805
13,9.938995481,12.19256466
2,10.61006879,8.202795303
4,9.211520262,10.53246223
5,11.34554565,11.31077254
6,9.72101563,6.908324587
7,7.083914332,6.000131955
8,12.32349185,7.780592581
9,9.583953191,12.03924168
13,9.942583137,12.19266155
2,10.6069241,8.212059245
4,9.205655544,10.53264609
5,11.3476886,11.30856914
6,9.72101563,6.908324587
7,7.122795474,6.053463529
8,12.34157137,7.799675667
9,9.580617048,12.03855819
13,9.946170946,12.19275256
14,9.143869669,10.60715604
15,8.204652126,9.970621067
16,8.675607376,11.65200401
2,10.61277187,8.21405497
4,9.206528147,10.53394512
5,11.34982793,11.30636224
6,9.726074743,6.907872238
7,7.122795474,6.053463529
9,9.583953191,12.03924168
13,9.9497589,12.1928377
14,9.143869669,10.60715604
15,8.204652126,9.970621067
16,8.683218827,11.64250974
2,10.59645587,8.315660594
4,9.205287297,10.48700057
5,11.33614082,11.16021066
6,9.733393963,6.933416167
7,7.405954965,6.429603313
9,9.580632734,11.95721515
13,9.981386637,12.27507914
14,9.143869669,10.60715604
15,8.204606458,9.973558736
16,8.798369741,11.4690859
2,10.59599475,8.342859557
4,9.206280619,10.47045671
5,11.32661856,11.10701417
6,9.73561568,6.958971032
7,7.466991319,6.513612647
9,9.581097277,11.92428662
13,9.992460932,12.30376125
16,8.8381087,11.41576865
2,10.6064039,8.364516292
4,9.173125742,10.44545864
5,11.30329413,11.04834361
6,9.744150176,6.879702443
7,7.466991319,6.513612647
9,9.51300319,12.15221622
10,13.27520625,13.11825557
13,10.00372271,12.27515223
16,8.835906574,11.39038986
2,10.61442473,8.367512662
4,9.160195683,10.43659245
5,11.30417244,11.03506485
6,9.752245114,6.851975695
7,7.466991319,6.513612647
9,9.477251746,12.25865038
10,13.3367392,13.13546217
13,10.00372271,12.27515223
16,8.839378763,11.38164344
2,10.6383976,8.376737495
4,9.076693136,10.37186912
5,11.38957391,10.95837914
6,9.757396386,6.851574522
7,7.496444908,6.554152034
9,9.507579482,11.87449598
10,13.56974225,12.95905547
13,10.04779787,12.24673089
14,8.905322894,10.43465698
16,8.838557221,11.34643495
2,10.64635804,8.379890766
4,9.048392512,10.34400755
5,11.42428852,10.93491562
9,9.517294649,11.76674497
10,13.68320703,12.91339096
13,10.06212046,12.23267255
14,8.887627407,10.42074663
16,8.843193079,11.32782602
2,10.66121199,8.403693053
4,9.063019497,10.30274933
