1:1.8315000000000001:937.5
40:1.6136563876651984:1673.5
34:2.1674556213017753:111.0
32:3.157758620689655:979.5
31:1.2416949152542374:1539.5
29:4.884:1360.5
19:1.5995633187772926:681.0
10:2.7961832061068703:911.0
9:1.8315000000000001:579.5
8:2.0931428571428574:1044.0
3:3.7:1551.0
40:1.606578947368421:1670.0
34:2.1547058823529412:106.0
32:3.1042372881355935:979.5
31:1.2089108910891089:1544.0
29:5.017808219178082:1359.5
19:1.606578947368421:682.0
10:2.635251798561151:911.5
9:1.8407035175879398:580.5
8:2.0812500000000003:1047.5
3:3.556310679611651:1558.0
40:1.606578947368421:1669.0
34:2.1547058823529412:103.0
32:3.1042372881355935:980.0
31:1.2089108910891089:1546.5
29:5.017808219178082:1359.0
19:1.5995633187772926:683.0
10:2.6543478260869566:911.0
9:1.85:581.0
8:2.0694915254237287:1051.0
3:3.556310679611651:1560.5
40:1.6207964601769913:1665.0
34:2.1296511627906978:95.0
32:3.1042372881355935:981.0
31:1.2049342105263159:1555.0
29:4.8197368421052635:1357.5
19:1.592608695652174:685.5
10:2.7133333333333334:910.0
9:1.8593908629441624:581.0
8:2.0812500000000003:1060.0
3:3.488571428571429:1570.0
40:1.6426008968609866:1662.5
34:2.1051724137931034:93.0
32:3.157758620689655:980.0
31:1.2089108910891089:1556.0
29:4.884:1356.5
19:1.5653846153846154:687.0
10:2.7133333333333334:911.0
9:1.8593908629441624:580.5
8:2.1296511627906978:1064.0
3:3.3916666666666666:1572.0
40:1.6352678571428572:1658.5
34:2.057865168539326:87.5
32:3.157758620689655:981.0
31:1.2089108910891089:1560.5
29:4.884:1355.0
19:1.519917012448133:690.0
10:2.7133333333333334:912.0
9:1.8688775510204083:581.0
8:2.261111111111111:1075.0
3:3.157758620689655:1580.0
40:1.606578947368421:1660.0
34:1.9907608695652175:86.0
32:3.1307692307692307:981.0
31:1.2089108910891089:1561.5
29:5.017808219178082:1355.0
19:1.5455696202531646:690.0
10:2.6737226277372264:911.0
9:1.8784615384615386:581.0
8:2.275155279503106:1084.5
3:2.83953488372093:1584.5
40:1.5788793103448275:1660.5
34:1.938095238095238:84.5
32:3.157758620689655:981.5
31:1.1854368932038835:1568.0
29:5.386764705882353:1354.0
19:1.5326359832635983:691.0
10:2.6543478260869566:910.0
9:1.9078125000000001:581.5
8:2.3183544303797468:1093.0
3:3.157758620689655:1590.5
34:1.9278947368421053:83.0
32:3.157758620689655:981.0
31:1.1201834862385323:1574.0
29:5.386764705882353:1354.0
19:1.5521186440677968:693.0
10:2.6164285714285715:909.5
9:1.8979274611398964:584.0
8:2.3183544303797468:1094.5
3:2.86171875:1594.5
34:1.9693548387096775:82.5
32:3.157758620689655:981.0
31:1.0617391304347827:1581.0
29:5.467164179104477:1353.5
19:1.5857142857142859:695.5
10:2.5795774647887324:910.5
9:1.8979274611398964:584.5
8:2.3331210191082805:1095.5
34:1.98:81.5
32:3.157758620689655:981.5
31:1.0406250000000001:1581.0
29:5.55:1354.0
19:1.5995633187772926:697.0
10:2.5795774647887324:911.5
9:1.8784615384615386:584.5
8:2.348076923076923:1096.5
3:2.5615384615384618:1610.0
34:2.001639344262295:79.0
32:3.185217391304348:981.5
31:0.99:1582.5
29:5.386764705882353:1353.5
25:3.938709677419355:1871.5
