1,3.996,1228.0,3
2,27.75,321.5,3
3,11.892857142857142,762.0,3
4,13.875,1082.0,3
1,4.028225806451613,1227.5,4
2,26.289473684210527,321.5,4
3,11.892857142857142,762.0,4
4,13.875,1082.0,4
8,22.704545454545453,1280.0,4
1,4.028225806451613,1228.5,5
2,24.975,321.0,5
3,11.892857142857142,762.0,5
4,14.271428571428572,1081.5,5
8,24.975,1285.5,5
1,3.996,1228.0,6
3,11.892857142857142,762.0,6
4,14.271428571428572,1082.0,6
8,24.975,1287.5,6
1,3.996,1228.0,7
2,29.38235294117647,319.0,7
3,11.892857142857142,762.0,7
4,14.271428571428572,1081.5,7
1,3.996,1228.5,8
2,31.21875,319.5,8
3,12.182926829268293,761.0,8
4,14.271428571428572,1081.5,8
1,3.996,1228.5,9
2,29.38235294117647,319.0,9
3,12.182926829268293,761.0,9
4,14.271428571428572,1082.0,9
1,3.996,1228.0,10
2,29.38235294117647,317.0,10
3,12.182926829268293,761.0,10
4,14.271428571428572,1082.0,10
14,17.224137931034484,163.5,10
1,3.996,1228.0,11
2,31.21875,316.5,11
3,12.182926829268293,761.0,11
4,14.271428571428572,1082.0,11
14,16.112903225806452,144.0,11
1,3.996,1228.0,12
2,35.67857142857143,316.5,12
3,12.4875,761.0,12
4,14.271428571428572,1082.0,12
14,15.136363636363637,125.5,12
1,4.028225806451613,1228.0,13
2,35.67857142857143,316.0,13
3,12.4875,761.5,13
4,13.875,1082.0,13
14,16.65,114.0,13
1,4.028225806451613,1227.5,14
3,12.4875,762.0,14
4,13.875,1082.0,14
14,16.65,84.0,14
1,4.028225806451613,1228.5,15
3,12.4875,762.5,15
4,13.875,1082.0,15
14,16.65,62.0,15
26,19.98,1362.5,15
1,4.060975609756097,1228.5,16
3,12.4875,762.5,16
4,13.875,1082.0,16
14,19.98,39.0,16
26,19.98,1360.5,16
31,27.75,1268.0,16
1,4.060975609756097,1227.5,17
3,12.182926829268293,762.5,17
4,13.875,1082.0,17
14,19.21153846153846,20.0,17
31,29.38235294117647,1275.5,17
33,31.21875,119.5,17
1,4.060975609756097,1227.5,18
3,11.892857142857142,762.5,18
4,14.271428571428572,1082.0,18
14,23.785714285714285,12.0,18
31,29.38235294117647,1282.0,18
33,35.67857142857143,102.5,18
1,4.060975609756097,1228.0,19
3,11.892857142857142,762.5,19
4,14.271428571428572,1081.5,19
14,26.289473684210527,-5.0,19
31,29.38235294117647,1290.5,19
33,35.67857142857143,95.5,19
37,21.717391304347824,1407.0,19
1,4.094262295081967,1228.0,20
2,41.625,318.5,20
3,11.892857142857142,762.0,20
4,14.271428571428572,1082.0,20
31,29.38235294117647,1302.0,20
33,38.42307692307692,89.0,20
37,26.289473684210527,1396.0,20
1,4.028225806451613,1227.5,21
2,45.40909090909091,317.0,21
3,11.892857142857142,762.0,21
4,14.271428571428572,1081.5,21
31,26.289473684210527,1316.0,21
33,38.42307692307692,81.5,21
37,31.21875,1390.5,21
41,18.5,187.5,21
1,4.060975609756097,1228.5,22
2,45.40909090909091,317.0,22
3,11.892857142857142,763.0,22
4,13.875,1082.0,22
31,24.975,1324.0,22
37,35.67857142857143,1383.5,22
41,17.839285714285715,160.0,22
1,4.060975609756097,1228.5,23
3,12.182926829268293,763.0,23
4,13.875,1082.0,23
41,17.839285714285715,130.5,23
45,17.839285714285715,1370.0,23
1,3.996,1228.0,24
3,11.892857142857142,763.0,24
4,13.875,1081.5,24
41,17.224137931034484,101.5,24
45,14.271428571428572,1382.0,24
47,23.785714285714285,52.5,24
1,3.9642857142857144,1227.5,25
3,11.892857142857142,763.0,25
4,13.875,1082.0,25
41,17.839285714285715,78.0,25
45,12.4875,1382.5,25
47,24.975,41.0,25
51,4.849514563106796,227.5,25
1,3.9642857142857144,1228.0,26
3,11.892857142857142,763.5,26
4,13.875,1082.0,26
41,14.271428571428572,61.0,26
51,4.849514563106796,227.5,26
52,31.21875,1339.5,26
1,3.996,1228.0,27
3,11.892857142857142,762.5,27
4,13.875,1081.5,27
41,13.5,39.5,27
52,31.21875,1339.0,27
1,3.9642857142857144,1229.0,28
3,11.892857142857142,762.0,28
4,14.271428571428572,1081.5,28
55,27.75,16.5,28
56,23.785714285714285,1421.0,28
1,3.996,1229.0,29
3,11.892857142857142,762.0,29
4,14.271428571428572,1082.0,29
55,33.3,10.5,29
56,26.289473684210527,1418.0,29
57,41.625,1310.0,29
58,31.21875,1259.5,29
1,3.996,1228.0,30
3,11.892857142857142,762.0,30
4,14.271428571428572,1082.0,30
55,38.42307692307692,9.0,30
56,24.975,1416.5,30
57,45.40909090909091,1309.5,30
58,26.289473684210527,1264.0,30
61,31.21875,1397.5,30
1,3.996,1227.5,31
3,11.892857142857142,761.0,31
4,14.271428571428572,1081.5,31
58,23.785714285714285,1273.0,31
61,29.38235294117647,1380.0,31
1,3.996,1227.5,32
3,11.892857142857142,761.5,32
4,14.271428571428572,1081.5,32
58,19.21153846153846,1281.5,32
61,31.21875,1368.5,32
1,3.996,1228.0,33
3,11.892857142857142,761.5,33
4,14.271428571428572,1081.5,33
58,17.839285714285715,1291.0,33
61,31.21875,1351.0,33
62,29.38235294117647,74.5,33
1,4.028225806451613,1228.5,34
3,11.892857142857142,761.0,34
4,13.875,1081.5,34
58,13.875,1310.5,34
61,29.38235294117647,1341.0,34
62,29.38235294117647,49.5,34
1,3.996,1229.0,35
3,11.892857142857142,761.5,35
4,13.5,1081.5,35
58,10.858695652173912,1335.5,35
62,29.38235294117647,25.5,35
63,33.3,380.0,35
1,3.996,1229.0,36
3,11.892857142857142,761.0,36
4,13.5,1081.5,36
58,10.40625,1342.5,36
62,27.75,9.5,36
63,35.67857142857143,385.5,36
1,3.996,1229.5,37
3,11.892857142857142,762.0,37
4,13.5,1081.5,37
64,41.625,399.5,37
1,3.996,1229.5,38
3,11.892857142857142,761.5,38
4,13.5,1081.5,38
63,45.40909090909091,402.5,38
64,45.40909090909091,402.0,38
1,4.028225806451613,1229.5,39
3,11.892857142857142,762.0,39
4,13.5,1082.0,39
63,55.5,410.0,39
1,4.060975609756097,1229.0,40
3,11.892857142857142,761.0,40
4,13.5,1082.0,40
26,27.75,1266.0,40
70,31.21875,1391.5,40
1,4.060975609756097,1228.0,41
3,11.892857142857142,761.5,41
4,13.5,1081.5,41
26,27.75,1262.5,41
70,33.3,1380.0,41
1,3.9642857142857144,1228.0,42
3,11.892857142857142,762.0,42
4,13.5,1081.5,42
70,38.42307692307692,1373.0,42
1,3.9642857142857144,1227.5,43
3,12.182926829268293,761.5,43
4,13.875,1082.0,43
70,41.625,1367.5,43
73,11.892857142857142,389.0,43
1,3.9642857142857144,1227.5,44
3,12.182926829268293,761.5,44
4,13.875,1082.0,44
73,13.144736842105264,401.0,44
1,4.060975609756097,1227.0,45
3,12.182926829268293,761.5,45
4,13.875,1082.0,45
1,4.060975609756097,1227.5,46
3,12.182926829268293,761.5,46
4,13.875,1082.0,46
73,20.8125,427.5,46
1,4.060975609756097,1227.0,47
3,11.892857142857142,762.0,47
4,13.875,1082.0,47
73,26.289473684210527,440.0,47
1,4.060975609756097,1226.0,48
3,11.892857142857142,761.5,48
4,13.5,1082.0,48
1,4.094262295081967,1226.0,49
3,11.616279069767442,762.0,49
4,13.5,1082.0,49
56,17.839285714285715,1377.5,49
81,29.38235294117647,1263.5,49
1,4.028225806451613,1226.0,50
3,11.616279069767442,762.0,50
4,13.5,1082.0,50
56,17.839285714285715,1375.5,50
81,38.42307692307692,1263.5,50
83,16.65,1062.0,50
1,4.094262295081967,1227.5,51
3,11.616279069767442,761.0,51
4,13.5,1082.0,51
81,41.625,1259.5,51
83,16.65,1063.0,51
1,4.128099173553719,1227.5,52
3,11.892857142857142,762.0,52
4,13.5,1082.0,52
81,45.40909090909091,1258.5,52
87,41.625,484.5,52
1,4.128099173553719,1228.5,53
3,11.892857142857142,762.5,53
4,13.5,1082.0,53
57,27.75,1296.5,53
81,45.40909090909091,1259.5,53
87,41.625,485.5,53
1,4.1625,1227.5,54
3,11.892857142857142,762.5,54
4,13.875,1081.5,54
57,26.289473684210527,1306.0,54
81,45.40909090909091,1261.5,54
87,45.40909090909091,486.0,54
1,4.1625,1228.5,55
3,12.182926829268293,762.0,55
4,13.875,1081.5,55
57,24.975,1306.0,55
81,41.625,1265.0,55
1,4.128099173553719,1228.5,56
3,12.182926829268293,762.5,56
4,13.875,1081.5,56
45,15.609375,1350.0,56
81,38.42307692307692,1267.0,56
1,4.128099173553719,1228.0,57
3,11.892857142857142,762.0,57
4,13.875,1082.0,57
45,16.65,1373.0,57
81,38.42307692307692,1269.5,57
1,4.060975609756097,1228.0,58
3,11.892857142857142,762.0,58
4,13.875,1081.5,58
45,14.691176470588236,1391.0,58
81,33.3,1276.0,58
1,4.060975609756097,1227.0,59
3,11.616279069767442,761.5,59
4,13.875,1081.5,59
45,13.144736842105264,1405.5,59
81,29.38235294117647,1283.0,59
1,4.060975609756097,1228.0,60
3,11.352272727272727,761.5,60
4,13.875,1081.5,60
45,12.182926829268293,1419.0,60
81,27.75,1289.5,60
1,3.996,1227.5,61
3,11.352272727272727,762.0,61
4,13.875,1081.5,61
81,24.975,1300.0,61
99,11.1,80.0,61
1,4.028225806451613,1227.0,62
3,11.352272727272727,761.0,62
4,13.875,1081.5,62
81,26.289473684210527,1311.0,62
99,11.1,123.0,62
1,3.996,1228.0,63
3,11.352272727272727,761.0,63
4,13.5,1081.5,63
81,20.8125,1323.0,63
99,10.40625,173.5,63
1,3.996,1228.0,64
3,11.352272727272727,760.5,64
4,13.5,1081.5,64
81,19.21153846153846,1336.5,64
